precinct,qualified_voters,count_voted,reported,no,yes,parish
00/20,427,103,1,58,2,Madison
00/21,331,47,1,25,2,Madison
00/22,335,62,1,21,5,Madison
00/23,140,21,1,6,6,Madison
00/24,21,4,1,0,0,Madison
00/25,533,80,1,28,33,Madison
00/26,108,16,1,5,11,Madison
Early Voting,NA,NA,1,285,107,Madison
00/01,895,269,1,91,23,Morehouse
00/01-1,109,18,1,4,1,Morehouse
00/03-1,1239,312,1,103,27,Morehouse
00/03-2,119,28,1,8,3,Morehouse
00/06,287,98,1,24,9,Morehouse
00/07,1085,329,1,119,21,Morehouse
00/07-1,116,45,1,15,4,Morehouse
00/08,320,68,1,26,15,Morehouse
00/12,433,132,1,66,2,Morehouse
00/13,615,123,1,48,4,Morehouse
00/13-1,119,31,1,15,1,Morehouse
00/14,813,195,1,96,6,Morehouse
00/16,367,98,1,32,6,Morehouse
00/16-1,134,29,1,10,2,Morehouse
00/20,584,192,1,61,13,Morehouse
00/21,235,47,1,14,5,Morehouse
00/21-1,313,86,1,21,1,Morehouse
00/23,406,64,1,11,7,Morehouse
00/24,523,100,1,35,8,Morehouse
00/26-1,769,103,1,35,20,Morehouse
00/27,766,79,1,6,18,Morehouse
00/27-1,313,38,1,7,9,Morehouse
00/29,379,56,1,19,18,Morehouse
00/31,431,57,1,30,9,Morehouse
00/31-1,73,9,1,2,2,Morehouse
00/32,146,34,1,13,5,Morehouse
00/35,584,108,1,23,34,Morehouse
00/37,373,71,1,19,19,Morehouse
00/39-1,387,90,1,20,17,Morehouse
00/39-2,476,127,1,59,7,Morehouse
00/40,658,119,1,20,46,Morehouse
00/42,829,79,1,19,49,Morehouse
00/45,597,64,1,15,14,Morehouse
00/47,166,11,1,6,3,Morehouse
00/48,177,19,1,12,1,Morehouse
00/50,180,37,1,29,1,Morehouse
00/51,416,53,1,13,10,Morehouse
00/53,173,40,1,17,13,Morehouse
00/53-1,105,19,1,8,9,Morehouse
00/54,114,34,1,11,11,Morehouse
Early Voting,NA,NA,1,1066,662,Morehouse
01/01,764,151,1,98,5,Natchitoches
01/01A,325,82,1,39,14,Natchitoches
01/02,1447,351,1,153,96,Natchitoches
01/03,979,136,1,77,9,Natchitoches
01/03A,133,36,1,16,5,Natchitoches
01/04,1245,235,1,162,12,Natchitoches
01/04A,127,7,1,4,0,Natchitoches
01/05,313,51,1,39,2,Natchitoches
01/05A,373,46,1,33,0,Natchitoches
01/06,555,161,1,67,25,Natchitoches
01/07,970,265,1,103,56,Natchitoches
01/08,624,109,1,76,2,Natchitoches
01/09,596,165,1,59,46,Natchitoches
01/09A,450,82,1,21,32,Natchitoches
01/10,935,165,1,43,70,Natchitoches
01/10A,306,66,1,20,18,Natchitoches
01/10B,576,136,1,31,54,Natchitoches
01/11,1644,411,1,187,76,Natchitoches
01/12,718,229,1,90,59,Natchitoches
01/13,860,123,1,83,6,Natchitoches
01/14,477,81,1,49,2,Natchitoches
02/01,134,36,1,14,18,Natchitoches
02/02,130,33,1,10,20,Natchitoches
02/03,252,41,1,27,11,Natchitoches
02/04,316,70,1,36,27,Natchitoches
02/05,285,67,1,20,26,Natchitoches
02/06,424,68,1,23,37,Natchitoches
02/07,309,80,1,53,9,Natchitoches
02/07A,55,12,1,3,1,Natchitoches
02/08,560,130,1,108,5,Natchitoches
02/09,695,117,1,40,64,Natchitoches
03/01,490,81,1,26,46,Natchitoches
03/02,227,48,1,17,27,Natchitoches
03/03,110,17,1,7,10,Natchitoches
03/04,284,45,1,9,17,Natchitoches
03/05,455,75,1,23,42,Natchitoches
03/06,399,60,1,20,37,Natchitoches
03/07,97,20,1,17,1,Natchitoches
03/08,558,104,1,24,54,Natchitoches
03/09,64,19,1,1,16,Natchitoches
03/10,84,31,1,9,19,Natchitoches
04/01,288,53,1,19,11,Natchitoches
04/02,346,92,1,73,1,Natchitoches
04/03,316,74,1,41,17,Natchitoches
04/04,493,103,1,52,34,Natchitoches
04/05,154,33,1,7,25,Natchitoches
04/06,240,44,1,16,23,Natchitoches
04/07,65,28,1,10,18,Natchitoches
04/08,187,39,1,17,19,Natchitoches
04/09,865,196,1,78,55,Natchitoches
Early Voting,NA,NA,1,774,542,Natchitoches
01/01,1040,223,1,180,12,Orleans
01/02,493,147,1,118,11,Orleans
01/05,727,228,1,130,23,Orleans
01/06,565,165,1,134,5,Orleans
02/01,1018,219,1,144,25,Orleans
02/02,1337,132,1,85,14,Orleans
02/04,884,250,1,219,7,Orleans
02/06,412,98,1,87,5,Orleans
02/07,2119,206,1,156,5,Orleans
03/01,2317,420,1,232,35,Orleans
03/08,1673,223,1,164,5,Orleans
03/09,656,204,1,163,5,Orleans
03/12,1404,437,1,331,19,Orleans
03/14,443,170,1,113,10,Orleans
03/15,481,157,1,110,4,Orleans
03/18,1073,324,1,243,10,Orleans
03/19,895,287,1,206,15,Orleans
03/20,470,165,1,123,6,Orleans
04/02,1442,282,1,209,11,Orleans
04/03,837,196,1,146,6,Orleans
04/06,842,271,1,193,7,Orleans
04/07,392,136,1,97,7,Orleans
04/08,614,249,1,194,15,Orleans
04/09,1381,496,1,274,66,Orleans
04/11,759,219,1,141,22,Orleans
04/14,1379,424,1,225,96,Orleans
04/15,1197,318,1,187,52,Orleans
04/17,1050,305,1,144,73,Orleans
04/17A,591,163,1,80,43,Orleans
04/18,1126,333,1,139,78,Orleans
04/20,781,232,1,98,67,Orleans
04/21,787,191,1,105,34,Orleans
04/22,769,235,1,83,42,Orleans
04/23,699,230,1,90,51,Orleans
05/01,343,67,1,43,6,Orleans
05/02,385,75,1,52,7,Orleans
05/03,969,198,1,148,10,Orleans
05/05,613,173,1,130,4,Orleans
05/07,730,223,1,173,5,Orleans
05/08,562,205,1,137,8,Orleans
05/09,481,163,1,120,2,Orleans
05/10,473,176,1,129,1,Orleans
05/11,450,198,1,139,8,Orleans
05/12,747,257,1,196,2,Orleans
05/13,547,248,1,171,26,Orleans
05/15,996,381,1,246,24,Orleans
05/16,394,158,1,102,14,Orleans
05/17,719,254,1,116,56,Orleans
05/18,930,311,1,115,55,Orleans
06/01,599,142,1,88,10,Orleans
06/02,662,229,1,143,33,Orleans
06/04,547,172,1,138,10,Orleans
06/06,1000,366,1,267,12,Orleans
06/07,460,192,1,166,4,Orleans
06/08,529,222,1,160,12,Orleans
06/09,685,287,1,197,13,Orleans
07/01,684,214,1,149,18,Orleans
07/02,624,175,1,134,10,Orleans
07/04,491,153,1,127,2,Orleans
07/05,734,200,1,152,5,Orleans
07/06,567,174,1,138,4,Orleans
07/07,603,172,1,137,10,Orleans
07/08,885,217,1,163,8,Orleans
07/09A,461,109,1,75,4,Orleans
07/10,464,102,1,70,3,Orleans
07/11,764,241,1,185,7,Orleans
07/12,755,299,1,210,6,Orleans
07/13,597,246,1,179,6,Orleans
07/14,655,207,1,154,5,Orleans
07/15,701,247,1,177,6,Orleans
07/16,551,224,1,159,8,Orleans
07/17,610,247,1,170,4,Orleans
07/18,1086,393,1,275,10,Orleans
07/19,799,295,1,187,5,Orleans
07/20,1096,313,1,227,12,Orleans
07/21,647,213,1,163,8,Orleans
07/23,1335,442,1,291,8,Orleans
07/24,828,104,1,68,4,Orleans
07/25,734,304,1,214,5,Orleans
07/25A,558,213,1,150,4,Orleans
07/26,899,316,1,190,5,Orleans
07/27,492,171,1,130,2,Orleans
07/27B,458,138,1,109,7,Orleans
07/28,620,210,1,149,6,Orleans
07/28A,695,277,1,176,11,Orleans
07/29,579,258,1,160,10,Orleans
07/30,1144,496,1,285,14,Orleans
07/32,608,240,1,124,19,Orleans
07/33,714,270,1,173,13,Orleans
07/35,1229,468,1,312,8,Orleans
07/37,960,324,1,189,14,Orleans
07/37A,737,115,1,82,4,Orleans
07/40,1365,576,1,357,21,Orleans
07/41,462,178,1,83,17,Orleans
07/42,432,167,1,79,17,Orleans
08/01,541,213,1,167,4,Orleans
08/02,573,233,1,190,12,Orleans
08/04,473,140,1,109,3,Orleans
08/06,780,271,1,222,9,Orleans
08/07,493,142,1,113,4,Orleans
08/08,552,159,1,128,5,Orleans
08/09,892,267,1,194,5,Orleans
08/12,1252,308,1,233,11,Orleans
08/13,383,135,1,95,2,Orleans
08/14,528,149,1,112,4,Orleans
08/15,1273,531,1,363,15,Orleans
08/19,1335,412,1,258,13,Orleans
08/20,633,221,1,137,10,Orleans
08/21,585,289,1,193,9,Orleans
08/22,567,268,1,183,10,Orleans
08/23,612,285,1,182,17,Orleans
08/24,595,260,1,173,7,Orleans
08/25,906,384,1,280,8,Orleans
08/26,856,374,1,216,9,Orleans
08/27,866,320,1,201,5,Orleans
08/28,936,415,1,228,17,Orleans
08/30,1164,349,1,220,5,Orleans
09/01,1131,369,1,272,19,Orleans
09/03,705,206,1,163,7,Orleans
09/04,538,175,1,136,4,Orleans
09/05,786,235,1,186,7,Orleans
09/06,1138,359,1,273,6,Orleans
09/07,686,234,1,181,4,Orleans
09/08,824,229,1,168,10,Orleans
09/09,541,206,1,177,6,Orleans
09/10,1170,360,1,267,7,Orleans
09/11,462,196,1,150,3,Orleans
09/12,637,236,1,182,8,Orleans
09/13,508,197,1,161,8,Orleans
09/14,442,215,1,163,4,Orleans
09/15,633,239,1,188,10,Orleans
09/16,525,222,1,185,5,Orleans
09/17,717,218,1,164,7,Orleans
09/19,889,290,1,226,9,Orleans
09/21,1090,335,1,250,6,Orleans
09/23,551,144,1,104,5,Orleans
09/25,841,235,1,182,5,Orleans
09/26,410,137,1,100,6,Orleans
09/28,574,132,1,98,3,Orleans
09/28C,680,135,1,110,3,Orleans
09/29,358,62,1,37,6,Orleans
09/30,827,201,1,136,7,Orleans
09/30A,528,184,1,123,3,Orleans
09/31,526,214,1,124,8,Orleans
09/31A,799,316,1,192,7,Orleans
09/31B,493,196,1,128,2,Orleans
09/31D,756,280,1,185,3,Orleans
09/32,368,59,1,18,2,Orleans
09/33,1374,303,1,203,6,Orleans
09/34A,748,176,1,109,1,Orleans
09/35,369,111,1,42,4,Orleans
09/35A,460,151,1,85,2,Orleans
09/36,959,255,1,158,9,Orleans
09/36B,1225,327,1,212,11,Orleans
09/37,903,296,1,174,10,Orleans
09/38,528,185,1,104,2,Orleans
09/38A,778,286,1,146,8,Orleans
09/39,1181,401,1,217,9,Orleans
09/39B,473,184,1,116,2,Orleans
09/40,698,265,1,144,2,Orleans
09/40A,1160,372,1,237,14,Orleans
09/40C,657,237,1,149,7,Orleans
09/41,1232,319,1,190,10,Orleans
09/41A,515,51,1,34,0,Orleans
09/41B,1475,271,1,170,14,Orleans
09/41C,783,41,1,29,2,Orleans
09/41D,627,101,1,53,6,Orleans
09/42,1483,405,1,286,14,Orleans
09/42C,1230,321,1,211,10,Orleans
09/43A,1381,471,1,336,14,Orleans
09/43B,758,221,1,135,7,Orleans
09/43C,1182,463,1,276,8,Orleans
09/43E,592,188,1,120,10,Orleans
09/43F,689,254,1,170,7,Orleans
09/43G,661,300,1,174,7,Orleans
09/43H,486,117,1,61,2,Orleans
09/43I,632,261,1,168,7,Orleans
09/43J,558,151,1,103,4,Orleans
09/43K,816,261,1,165,8,Orleans
09/43L,669,208,1,126,3,Orleans
09/43M,1159,193,1,152,2,Orleans
09/43N,778,212,1,129,5,Orleans
09/44,886,314,1,191,5,Orleans
09/44A,760,177,1,104,5,Orleans
09/44B,1218,290,1,191,10,Orleans
09/44D,1025,275,1,174,4,Orleans
09/44E,1641,625,1,346,15,Orleans
09/44F,1145,445,1,301,16,Orleans
09/44G,830,233,1,155,6,Orleans
09/44I,1003,414,1,192,7,Orleans
09/44J,814,279,1,179,6,Orleans
09/44L,974,387,1,224,8,Orleans
09/44M,1075,481,1,246,13,Orleans
09/44N,948,399,1,230,10,Orleans
09/44O,1039,209,1,146,7,Orleans
09/44P,1744,715,1,387,28,Orleans
09/44Q,936,378,1,234,12,Orleans
09/45,476,97,1,40,38,Orleans
09/45A,96,18,1,8,9,Orleans
10/03,1184,346,1,272,12,Orleans
10/06,715,282,1,215,17,Orleans
10/07,493,128,1,98,4,Orleans
10/08,421,125,1,93,14,Orleans
10/09,675,185,1,119,8,Orleans
10/11,906,210,1,158,10,Orleans
10/12,540,132,1,105,4,Orleans
10/13,561,101,1,84,0,Orleans
10/14,511,109,1,80,3,Orleans
11/02,865,286,1,227,12,Orleans
11/03,472,156,1,102,5,Orleans
11/04,564,173,1,140,6,Orleans
11/05,886,290,1,217,11,Orleans
11/08,503,152,1,96,13,Orleans
11/09,1056,282,1,184,28,Orleans
11/10,825,251,1,175,8,Orleans
11/11,633,201,1,171,9,Orleans
11/12,522,139,1,111,2,Orleans
11/13,430,116,1,94,2,Orleans
11/14,1039,240,1,201,4,Orleans
11/17,765,174,1,141,5,Orleans
12/01,569,205,1,158,9,Orleans
12/02,586,236,1,187,17,Orleans
12/03,627,261,1,201,12,Orleans
12/04,460,168,1,126,12,Orleans
12/05,567,213,1,139,20,Orleans
12/06,470,175,1,118,28,Orleans
12/07,905,261,1,176,26,Orleans
12/09,523,138,1,101,8,Orleans
12/10,531,152,1,107,13,Orleans
12/11,799,278,1,215,15,Orleans
12/12,538,203,1,134,13,Orleans
12/13,409,107,1,85,2,Orleans
12/14,801,282,1,212,3,Orleans
12/16,684,233,1,185,5,Orleans
12/17,1054,320,1,244,9,Orleans
12/19,846,224,1,159,4,Orleans
13/01,441,175,1,148,8,Orleans
13/02,558,200,1,163,12,Orleans
13/03,514,212,1,164,22,Orleans
13/04,708,250,1,184,28,Orleans
13/05,639,211,1,153,10,Orleans
13/06,458,143,1,108,15,Orleans
13/07,511,152,1,114,17,Orleans
13/08,590,209,1,157,27,Orleans
13/09,613,211,1,153,19,Orleans
13/10,518,199,1,154,22,Orleans
13/11,703,262,1,214,12,Orleans
13/12,473,163,1,134,3,Orleans
13/13,457,146,1,116,6,Orleans
13/14,783,235,1,178,14,Orleans
13/15,582,191,1,157,7,Orleans
13/16,726,265,1,203,14,Orleans
14/01,551,214,1,154,26,Orleans
14/02,503,185,1,134,29,Orleans
14/03,504,164,1,124,17,Orleans
14/04,425,163,1,118,16,Orleans
14/05,480,176,1,122,16,Orleans
14/06,637,211,1,135,38,Orleans
14/07,634,201,1,130,41,Orleans
14/08,548,164,1,96,20,Orleans
14/09,602,196,1,104,50,Orleans
14/10,758,258,1,115,28,Orleans
14/11,443,132,1,76,22,Orleans
14/12,761,150,1,108,17,Orleans
14/13A,2167,94,1,53,17,Orleans
14/14,521,146,1,86,24,Orleans
14/15,531,161,1,108,27,Orleans
14/16,908,279,1,202,25,Orleans
14/17,504,140,1,101,6,Orleans
14/18A,730,168,1,115,21,Orleans
14/19,623,193,1,133,9,Orleans
14/20,1146,395,1,271,44,Orleans
14/21,718,229,1,170,16,Orleans
14/23,573,218,1,172,3,Orleans
14/24A,819,320,1,223,14,Orleans
14/25,555,204,1,161,5,Orleans
14/26,679,147,1,116,5,Orleans
15/01,474,177,1,88,10,Orleans
15/02,1108,430,1,267,28,Orleans
15/03,612,194,1,100,14,Orleans
15/05,450,150,1,106,4,Orleans
15/06,700,218,1,140,7,Orleans
15/08,469,153,1,101,6,Orleans
15/09,689,208,1,143,3,Orleans
15/10,917,259,1,196,2,Orleans
15/11,525,116,1,77,6,Orleans
15/12,432,120,1,89,1,Orleans
15/12A,724,184,1,129,8,Orleans
15/13,746,186,1,134,5,Orleans
15/13A,893,303,1,202,11,Orleans
15/13B,922,217,1,171,10,Orleans
15/14,687,200,1,110,15,Orleans
15/14A,495,184,1,127,8,Orleans
15/14B,658,236,1,161,9,Orleans
15/14C,606,192,1,131,9,Orleans
15/14D,426,71,1,48,5,Orleans
15/14E,862,243,1,183,7,Orleans
15/14F,498,167,1,110,4,Orleans
15/14G,1394,232,1,140,9,Orleans
15/15,980,209,1,135,11,Orleans
15/15A,768,273,1,169,17,Orleans
15/15B,628,204,1,107,19,Orleans
15/16,835,302,1,174,24,Orleans
15/17,798,264,1,183,16,Orleans
15/17A,615,195,1,119,13,Orleans
15/17B,746,236,1,150,19,Orleans
15/18,439,137,1,93,10,Orleans
15/18A,759,266,1,168,14,Orleans
15/18B,1101,340,1,238,9,Orleans
15/18C,747,262,1,182,13,Orleans
15/18D,1902,475,1,313,16,Orleans
15/18E,1216,506,1,328,60,Orleans
15/18F,1543,565,1,403,30,Orleans
15/19,751,249,1,170,7,Orleans
15/19A,1479,539,1,351,80,Orleans
15/19B,561,170,1,124,4,Orleans
15/19C,1309,324,1,222,10,Orleans
16/01,450,160,1,124,11,Orleans
16/01A,429,160,1,124,10,Orleans
16/02,659,175,1,125,16,Orleans
16/03,693,166,1,124,14,Orleans
16/04,716,242,1,191,10,Orleans
16/05,563,232,1,180,15,Orleans
16/06,868,263,1,200,16,Orleans
16/07,563,215,1,149,8,Orleans
16/08,550,212,1,154,13,Orleans
16/09,472,108,1,66,1,Orleans
17/01,497,190,1,153,12,Orleans
17/02,440,173,1,140,9,Orleans
17/03,661,224,1,183,7,Orleans
17/04,468,169,1,138,4,Orleans
17/05,698,256,1,203,8,Orleans
17/06,798,258,1,222,8,Orleans
17/07,787,323,1,253,9,Orleans
17/08,586,170,1,140,5,Orleans
17/09,636,174,1,133,3,Orleans
17/10,579,200,1,154,13,Orleans
17/11,566,179,1,137,4,Orleans
17/12,488,119,1,85,6,Orleans
17/13,473,134,1,105,2,Orleans
17/13A,371,113,1,90,2,Orleans
17/14,852,205,1,151,5,Orleans
17/15,619,194,1,138,7,Orleans
17/16,606,187,1,149,11,Orleans
17/17,586,126,1,68,18,Orleans
17/18,641,168,1,93,50,Orleans
17/18A,939,256,1,140,50,Orleans
17/19,1048,257,1,143,35,Orleans
17/20,1509,355,1,162,54,Orleans
Early Voting,NA,NA,1,18799,2430,Orleans
00/01,2113,375,1,107,111,Ouachita
00/01A,951,106,1,26,47,Ouachita
00/02,1493,188,1,70,69,Ouachita
00/03,1731,361,1,250,21,Ouachita
00/04,2063,360,1,155,46,Ouachita
00/05,1885,381,1,181,74,Ouachita
00/06,2129,339,1,130,107,Ouachita
00/07,2338,479,1,193,110,Ouachita
00/08,2011,333,1,164,60,Ouachita
00/09,1947,304,1,183,40,Ouachita
00/09A,1019,169,1,81,19,Ouachita
00/10,892,100,1,34,6,Ouachita
00/11,986,153,1,86,11,Ouachita
00/12,715,93,1,65,3,Ouachita
00/13,945,224,1,133,3,Ouachita
00/14,1198,302,1,178,5,Ouachita
00/15,1008,121,1,82,4,Ouachita
00/16,1008,157,1,95,3,Ouachita
00/17,770,143,1,92,5,Ouachita
00/18,1179,175,1,120,6,Ouachita
00/19,1240,220,1,121,7,Ouachita
00/20,1162,171,1,97,9,Ouachita
00/21,924,165,1,94,4,Ouachita
00/22,1305,246,1,169,1,Ouachita
00/23,1218,177,1,113,2,Ouachita
00/24,1569,239,1,160,10,Ouachita
00/25,665,116,1,56,33,Ouachita
00/26,572,86,1,48,9,Ouachita
00/27,706,85,1,52,8,Ouachita
00/28,508,76,1,39,6,Ouachita
00/30,1016,114,1,69,12,Ouachita
00/31,955,112,1,52,17,Ouachita
00/32,2024,236,1,101,64,Ouachita
00/33,2048,283,1,88,86,Ouachita
00/34,331,33,1,15,5,Ouachita
00/35,1165,184,1,71,41,Ouachita
00/36,512,87,1,33,32,Ouachita
00/37,919,152,1,64,40,Ouachita
00/38,1128,132,1,30,42,Ouachita
00/39,1717,188,1,102,32,Ouachita
00/40,544,52,1,19,14,Ouachita
00/41,2144,342,1,113,131,Ouachita
00/42,1873,328,1,90,103,Ouachita
00/43,1936,303,1,75,115,Ouachita
00/44,1381,169,1,60,64,Ouachita
00/44A,1536,179,1,59,57,Ouachita
00/45,2299,258,1,81,77,Ouachita
00/46,1219,194,1,36,54,Ouachita
00/47,713,129,1,52,18,Ouachita
00/48,981,56,1,17,25,Ouachita
00/49,689,112,1,30,47,Ouachita
00/50,956,134,1,38,37,Ouachita
00/51,1588,190,1,48,74,Ouachita
00/51A,980,100,1,29,40,Ouachita
00/52,1734,188,1,48,84,Ouachita
00/52A,1047,105,1,41,25,Ouachita
00/53,1027,148,1,38,63,Ouachita
00/54,2011,242,1,83,78,Ouachita
00/55,1779,196,1,67,87,Ouachita
00/56,1353,138,1,42,52,Ouachita
00/56A,969,99,1,24,50,Ouachita
00/57,2200,298,1,98,120,Ouachita
00/58,1077,116,1,29,64,Ouachita
00/59,722,132,1,53,31,Ouachita
00/60,1557,420,1,147,64,Ouachita
00/61,819,174,1,62,66,Ouachita
00/62,909,155,1,68,22,Ouachita
00/63,1107,182,1,88,24,Ouachita
00/64,653,136,1,38,39,Ouachita
00/65,260,38,1,18,6,Ouachita
00/65A,490,73,1,47,3,Ouachita
00/66,883,136,1,94,4,Ouachita
00/67,532,70,1,26,9,Ouachita
00/68,690,104,1,67,10,Ouachita
00/69,1035,186,1,115,8,Ouachita
00/70,872,108,1,53,1,Ouachita
00/71,1467,353,1,83,151,Ouachita
00/72,844,159,1,82,37,Ouachita
00/73,1100,333,1,192,13,Ouachita
00/74,759,120,1,82,2,Ouachita
00/75,1729,373,1,77,169,Ouachita
00/76,1281,267,1,97,60,Ouachita
00/77,1166,216,1,86,45,Ouachita
00/78,605,127,1,66,28,Ouachita
00/79,1160,203,1,138,5,Ouachita
Early Voting,NA,NA,1,3063,2311,Ouachita
01/1,315,110,1,70,19,Plaquemines
01/2,353,127,1,93,8,Plaquemines
01/3,406,165,1,129,14,Plaquemines
02/1,2162,582,1,153,150,Plaquemines
03/1,1800,531,1,129,149,Plaquemines
04/1,1518,379,1,95,84,Plaquemines
05/1,1669,439,1,127,126,Plaquemines
05/1A,358,86,1,13,19,Plaquemines
06/1,413,82,1,21,18,Plaquemines
06/1A,277,27,1,13,3,Plaquemines
06/2,669,189,1,43,59,Plaquemines
07/1,242,65,1,25,6,Plaquemines
07/2,1329,370,1,180,16,Plaquemines
08/1,1008,290,1,92,75,Plaquemines
08/2,418,99,1,31,19,Plaquemines
09/1,769,118,1,47,25,Plaquemines
09/2,601,148,1,69,25,Plaquemines
Early Voting,NA,NA,1,786,838,Plaquemines
00/01,378,78,1,41,18,Pointe Coupee
00/02,986,251,1,145,47,Pointe Coupee
00/04,83,16,1,5,7,Pointe Coupee
00/06,391,90,1,56,22,Pointe Coupee
00/07,469,102,1,54,28,Pointe Coupee
00/07A,341,106,1,51,2,Pointe Coupee
00/08,798,177,1,111,8,Pointe Coupee
00/08A,1180,328,1,204,5,Pointe Coupee
00/09,930,219,1,67,61,Pointe Coupee
00/09A,265,57,1,22,3,Pointe Coupee
00/10,352,95,1,43,15,Pointe Coupee
00/11,461,119,1,79,5,Pointe Coupee
00/12,747,196,1,123,42,Pointe Coupee
00/13,856,193,1,97,49,Pointe Coupee
00/13B,82,13,1,7,4,Pointe Coupee
00/14,364,90,1,41,28,Pointe Coupee
00/14A,320,35,1,10,15,Pointe Coupee
00/15,918,177,1,73,67,Pointe Coupee
00/16,473,82,1,50,15,Pointe Coupee
00/16B,102,10,1,5,5,Pointe Coupee
00/17,1340,261,1,122,92,Pointe Coupee
00/17A,579,134,1,52,45,Pointe Coupee
00/18,1308,227,1,70,86,Pointe Coupee
00/19,629,97,1,49,27,Pointe Coupee
00/20,540,132,1,70,41,Pointe Coupee
Early Voting,NA,NA,1,558,301,Pointe Coupee
00/C01,260,40,1,17,1,Rapides
00/C02,508,91,1,63,4,Rapides
00/C03,847,145,1,81,2,Rapides
00/C04 AK,723,174,1,106,2,Rapides
00/C04 LZ,611,139,1,82,4,Rapides
00/C05,651,106,1,71,5,Rapides
00/C06,926,174,1,121,3,Rapides
00/C07,517,106,1,67,2,Rapides
00/C08,271,50,1,41,1,Rapides
00/C09,361,57,1,39,2,Rapides
00/C10,378,56,1,41,2,Rapides
00/C11A,304,34,1,19,5,Rapides
00/C11B,354,64,1,49,2,Rapides
00/C13 AK,895,185,1,70,30,Rapides
00/C13 LZ,780,119,1,66,15,Rapides
00/C14,456,92,1,34,23,Rapides
00/C15,1290,130,1,94,6,Rapides
00/C17,739,182,1,77,36,Rapides
00/C18,821,204,1,102,30,Rapides
00/C19,647,153,1,66,20,Rapides
00/C20,926,173,1,109,6,Rapides
00/C21 AK,944,234,1,153,20,Rapides
00/C21 LZ,798,226,1,145,4,Rapides
00/C22,284,98,1,32,40,Rapides
00/C23,589,187,1,71,70,Rapides
00/C24,774,243,1,123,27,Rapides
00/C25,1173,225,1,93,33,Rapides
00/C26,617,153,1,64,39,Rapides
00/C27,687,226,1,89,56,Rapides
00/C28,766,120,1,72,14,Rapides
00/C30,792,219,1,77,73,Rapides
00/C31,887,207,1,65,48,Rapides
00/C32,845,165,1,72,44,Rapides
00/C33,804,203,1,80,58,Rapides
00/C34,674,147,1,48,44,Rapides
00/C35,569,180,1,56,61,Rapides
00/C36 AK,829,281,1,79,80,Rapides
00/C36 LZ,903,324,1,103,103,Rapides
00/C37A,1795,478,1,137,174,Rapides
00/C37B,911,271,1,68,87,Rapides
00/C38A,327,73,1,42,6,Rapides
00/C38B,1206,272,1,99,61,Rapides
00/C39,324,46,1,28,11,Rapides
00/C40,463,60,1,45,5,Rapides
00/C41,1272,338,1,142,92,Rapides
00/C42,1422,471,1,139,130,Rapides
00/N01,338,34,1,20,1,Rapides
00/N02,682,92,1,41,16,Rapides
00/N03,779,96,1,48,12,Rapides
00/N04,600,120,1,55,22,Rapides
00/N05,901,211,1,65,60,Rapides
00/N06,1227,214,1,57,53,Rapides
00/N07,216,67,1,15,21,Rapides
00/N08 AK,577,111,1,35,23,Rapides
00/N08 LZ,537,106,1,36,28,Rapides
00/N09,895,173,1,40,38,Rapides
00/N10 AK,1001,266,1,76,66,Rapides
00/N10 LZ,1031,221,1,47,57,Rapides
00/N11,666,223,1,42,58,Rapides
00/N12,1515,344,1,102,83,Rapides
00/N13A,691,211,1,54,60,Rapides
00/N13B,996,279,1,82,68,Rapides
00/N14A,513,103,1,26,32,Rapides
00/N14B,229,61,1,19,17,Rapides
00/N15,617,97,1,31,31,Rapides
00/N16,552,99,1,42,30,Rapides
00/N17,654,122,1,36,47,Rapides
00/N18A,1188,184,1,67,85,Rapides
00/N18B,1120,210,1,74,65,Rapides
00/N19 AK,870,121,1,30,43,Rapides
00/N19 LZ,765,125,1,35,39,Rapides
00/N20 AK,880,204,1,63,79,Rapides
00/N20 LZ,787,166,1,40,68,Rapides
00/N21,353,75,1,28,32,Rapides
00/N22,663,137,1,32,44,Rapides
00/N23,994,198,1,48,102,Rapides
00/N24 AK,1046,137,1,32,66,Rapides
00/N24 LZ,950,133,1,36,56,Rapides
00/N25,1014,208,1,40,98,Rapides
00/N26 AK,956,207,1,48,74,Rapides
00/N26 LZ,985,206,1,45,76,Rapides
00/N27,1745,326,1,62,133,Rapides
00/N28,836,116,1,31,44,Rapides
00/N29,573,138,1,31,52,Rapides
00/S01,504,111,1,43,46,Rapides
00/S02,230,57,1,23,27,Rapides
00/S04,701,154,1,99,16,Rapides
00/S05,196,47,1,18,16,Rapides
00/S06A,501,161,1,61,71,Rapides
00/S06B,164,30,1,21,2,Rapides
00/S07,1022,223,1,67,89,Rapides
00/S08,1426,388,1,127,159,Rapides
00/S09,119,25,1,11,10,Rapides
00/S10 AK,769,144,1,47,49,Rapides
00/S10 LZ,814,174,1,64,56,Rapides
00/S11,526,158,1,54,68,Rapides
00/S13,1304,430,1,159,197,Rapides
00/S14,241,81,1,34,30,Rapides
00/S15,910,234,1,71,78,Rapides
00/S16,985,259,1,88,124,Rapides
00/S17,168,41,1,9,23,Rapides
00/S18,324,155,1,101,31,Rapides
00/S19,223,71,1,31,27,Rapides
00/S20,625,139,1,92,28,Rapides
00/S21,530,130,1,44,55,Rapides
00/S22,718,136,1,43,56,Rapides
00/S23,348,85,1,45,28,Rapides
00/S24,151,30,1,15,13,Rapides
00/S25,862,165,1,111,24,Rapides
