parish,ward,precinct,poll_place_name,poll_place_location,office,district,city
Richland,0,12B,START ELEMENTARY SCHOOL GYM,883 CHARLESTON DR,REP,19,START
Richland,0,1/13,EUGENE STREET COMM CTR,317 EUGENE ST,REP,19,RAYVILLE
Richland,0,1/17,PARISH COURTHOUSE (BASEMENT),708 JULIA ST,REP,19,RAYVILLE
Richland,0,1/18,RAYVILLE HIGH GYM LOBBY,193 HWY 3048,REP,19,RAYVILLE
Richland,0,1/23,EUGENE STREET COMM CTR,317 EUGENE ST,REP,19,RAYVILLE
Richland,0,1/25,HOLLY RIDGE SCHOOL GYM,2306 HWY 183,REP,19,RAYVILLE
Richland,0,1/26,HOLLY RIDGE SCHOOL GYM,2306 HWY 183,REP,19,RAYVILLE
Richland,0,1/27,THOMPSON'S STORE,963 HWY 183,REP,19,RAYVILLE
Richland,0,1/28,WARD ONE FIRE PROT DIST BLDG,342 HWY 609,REP,19,DELHI
Richland,0,1/30,WARD ONE FIRE PROT DIST BLDG,342 HWY 609,REP,19,DELHI
Richland,0,1/31,WARD ONE RURAL FIRE STATION,465 HWY 855,REP,19,DELHI
Richland,0,2/1,DELHI CIVIC CENTER,231 DENVER ST,REP,19,DELHI
Richland,0,2/2,DELHI CITY HALL,209 BROADWAY ST,REP,19,DELHI
Richland,0,2/3,DELHI CIVIC CENTER,231 DENVER ST,REP,19,DELHI
Richland,0,2/4,PARISH HIGHWAY BARN,1190 HWY 80,REP,19,DELHI
West Carroll,0,1/1,EPPS TOWN HALL,120 MAPLE ST,REP,19,EPPS
West Carroll,0,1/2,EPPS TOWN HALL,120 MAPLE ST,REP,19,EPPS
West Carroll,0,1/3,PIONEER FIRE STATION,106 THIRD ST,REP,19,PIONEER
West Carroll,0,03A,PIONEER FIRE STATION,106 THIRD ST,REP,19,PIONEER
West Carroll,0,03B,PIONEER FIRE STATION,106 THIRD ST,REP,19,PIONEER
West Carroll,0,03C,PIONEER FIRE STATION,106 THIRD ST,REP,19,PIONEER
West Carroll,0,03D,PIONEER FIRE STATION,106 THIRD ST,REP,19,PIONEER
West Carroll,0,1/4,PIONEER FIRE STATION,106 THIRD ST,REP,19,PIONEER
West Carroll,0,1/5,FOREST COMMUNITY CENTER,137 WALNUT ST,REP,19,FOREST
West Carroll,0,05A,FOREST COMMUNITY CENTER,137 WALNUT ST,REP,19,FOREST
West Carroll,0,05B,FOREST COMMUNITY CENTER,137 WALNUT ST,REP,19,FOREST
West Carroll,0,1/6,GOODWILL FIRE DEPARTMENT,5815 HWY 585,REP,19,OAK GROVE
West Carroll,0,1/7,FOREST COMMUNITY CENTER,137 WALNUT ST,REP,19,FOREST
West Carroll,0,1/8,ESEA TITLE ONE MEDIA CENTER,410 WILLIS ST,REP,19,OAK GROVE
West Carroll,0,1/9,FISKE UNION FIRE DEPARTMENT,162 HWY 879,REP,19,OAK GROVE
West Carroll,0,1/10,ESEA TITLE ONE MEDIA CENTER,410 WILLIS ST,REP,19,OAK GROVE
West Carroll,0,1/11,ESEA TITLE ONE MEDIA CENTER,410 WILLIS ST,REP,19,OAK GROVE
West Carroll,0,1/12,ESEA TITLE ONE MEDIA CENTER,410 WILLIS ST,REP,19,OAK GROVE
West Carroll,0,1/14,ESEA TITLE ONE MEDIA CENTER,410 WILLIS ST,REP,19,OAK GROVE
West Carroll,0,14A,ESEA TITLE ONE MEDIA CENTER,410 WILLIS ST,REP,19,OAK GROVE
West Carroll,0,1/15,FISKE UNION FIRE DEPARTMENT,162 HWY 879,REP,19,OAK GROVE
West Carroll,0,1/16,KILBOURNE FIRE STATION,381 KILBOURNE AVE,REP,19,KILBOURNE
West Carroll,0,1/18,KILBOURNE CITY HALL,125 CARNELL ST,REP,19,KILBOURNE
Caldwell,1,1/1,COREY FIRE STATION,2420 US HWY 165,REP,20,COLUMBIA
Caldwell,1,1/2,HEBERT COMMUNITY VOTING BOOTH,6345 HWY 561,REP,20,COLUMBIA
Caldwell,2,1/1,CALDWELL PARISH COMMUNITY CTR,6539 US HWY 165,REP,20,COLUMBIA
Caldwell,2,1/2,CALDWELL PARISH COMMUNITY CTR,6539 US HWY 165,REP,20,COLUMBIA
Caldwell,2,1/3,CALDWELL PARISH LIBRARY,211 JACKSON ST,REP,20,COLUMBIA
Caldwell,3,1/1,COTTONPLANT VOL FIRE STATION,8573 HWY 126 WEST,REP,20,GRAYSON
Caldwell,3,1/2,GRAYSON FIRE STATION,145 HINES ST,REP,20,GRAYSON
Caldwell,3,1/3,BANKS SPRINGS BAPTIST CH FELLOWSHIP HALL,6826 HWY 4 W,REP,20,COLUMBIA
Caldwell,4,1/1,CALDWELL PARISH LIBRARY,211 JACKSON ST,REP,20,COLUMBIA
Caldwell,4,1/2,COLUMBIA HEIGHTS FIRE STATION,495 COLLINS RD,REP,20,COLUMBIA
Caldwell,5,1/1,WARD 5 FIRE STATION,5174 HWY 846 WEST,REP,20,COLUMBIA
Caldwell,5,1/2,GRAYSON FIRE STATION,145 HINES ST,REP,20,GRAYSON
Caldwell,5,1/3,BANKS SPRINGS BAPTIST CH FELLOWSHIP HALL,6826 HWY 4 W,REP,20,COLUMBIA
Caldwell,6,1/1,KELLY ELEMENTARY SCHOOL,3351 HWY 506 WEST,REP,20,KELLY
Caldwell,6,1/2,CLARKS BAPTIST CHURCH,1427 HIGHWAY 845,REP,20,CLARKS
Caldwell,6,1/3,CLARKS BAPTIST CHURCH,1427 HIGHWAY 845,REP,20,CLARKS
Caldwell,7,1/1,HOLUM FAMILY LIFE CENTER,3170 HWY 126E,REP,20,GRAYSON
Caldwell,7,1/2,HOLUM FAMILY LIFE CENTER,3170 HWY 126E,REP,20,GRAYSON
Caldwell,7,1/3,KELLY ELEMENTARY SCHOOL,3351 HWY 506 WEST,REP,20,KELLY
Catahoula,1,1/2,SICILY ISLAND TOWN HALL,308 NEWMAN ST,REP,20,SICILY ISLAND
Catahoula,1,1/3,CATAHOULA PARISH COURTHOUSE,301 BUSHLEY ST,REP,20,HARRISONBURG
Catahoula,1,1/4,LAKE LILLY BAPTIST CHURCH,1829 HWY 923,REP,20,JONESVILLE
Catahoula,2,1/2,LELAND FIRE DEPT,151 LELAND LOOP,REP,20,SICILY ISLAND
Catahoula,3,1/1,ENTERPRISE FIRE STATION,4898 HWY 124,REP,20,ENTERPRISE
Catahoula,3,1/2,MANIFEST COMMUNITY CENTER,11427 HWY 8,REP,20,JONESVILLE
Catahoula,4,1/1,HARRISONBURG TOWN HALL,108 SICILY ST,REP,20,HARRISONBURG
Catahoula,4,1/2,CATAHOULA PARISH COURTHOUSE,301 BUSHLEY ST,REP,20,HARRISONBURG
Catahoula,5,1/1,LAKE LILLY BAPTIST CHURCH,1829 HWY 923,REP,20,JONESVILLE
Catahoula,6,1/1,LAKE LILLY BAPTIST CHURCH,1829 HWY 923,REP,20,JONESVILLE
Catahoula,6,1/2,RAY COOPER RESIDENCE,652 FRENCH FORK RD,REP,20,JONESVILLE
Catahoula,6,1/3,BLOCK HIGH SCHOOL CAFETERIA,300 DIVISION ST,REP,20,JONESVILLE
Catahoula,6,3A,BLOCK HIGH SCHOOL CAFETERIA,300 DIVISION ST,REP,20,JONESVILLE
Catahoula,9,1/1,PARHAMS FIRE DEPARTMENT BUILDING,1674 PARHAMS RD,REP,20,JONESVILLE
Catahoula,9,1/2,LA DELTA PLANTATION,116 GIN RD,REP,20,JONESVILLE
Catahoula,9,1/3,CENTRAL HIGH SCHOOL,244 LARTO BAYOU RD,REP,20,LARTO
Catahoula,9,1/4,BLOCK HIGH SCHOOL CAFETERIA,300 DIVISION ST,REP,20,JONESVILLE
Franklin,0,1/1,FT NECESSITY JUNIOR HIGH SCHOOL,10630 HWY 562,REP,20,FT NECESSITY
Franklin,0,1/2,JIGGER APOSTOLIC HALL,7197 HWY 128,REP,20,JIGGER
Franklin,0,1/3,KING'S PENTECOSTAL CHURCH,6529 HWY 562,REP,20,WISNER
Franklin,0,1/4,WISNER TOWN HALL,9530 NATCHEZ ST,REP,20,WISNER
Franklin,0,04A,GILBERT COMMUNITY CENTER,157 HANNA ST,REP,20,GILBERT
Franklin,0,04B,WISNER TOWN HALL,9530 NATCHEZ ST,REP,20,WISNER
Franklin,0,1/6,GILBERT COMMUNITY CENTER,157 HANNA ST,REP,20,GILBERT
Franklin,0,1/12,FRANKLIN PARISH ROTC BUILDING,1600 GLOVER ST,REP,20,WINNSBORO
Franklin,0,1/13,NEW HOPE MASONIC LODGE,2195 HWY 135,REP,20,WINNSBORO
Franklin,0,13A,NEW HOPE MASONIC LODGE,2195 HWY 135,REP,20,WINNSBORO
Franklin,0,1/14,WOODMEN OF THE WORLD HALL,261 TAYLOR AVE,REP,20,WINNSBORO
Franklin,0,1/21,WARD #3 COMMUNITY CTR,2051 HWY 578,REP,20,WINNSBORO
Franklin,0,1/22,VFW HALL,2108 LOOP RD,REP,20,WINNSBORO
Franklin,0,1/26,VFW HALL,2108 LOOP RD,REP,20,WINNSBORO
Franklin,0,1/27,FRANKLIN PARISH COURTHOUSE,6560 MAIN ST,REP,20,WINNSBORO
Franklin,0,27A,FRANKLIN PARISH COURTHOUSE,6560 MAIN ST,REP,20,WINNSBORO
Franklin,0,1/30,BASKIN COMMUNITY CENTER,1860 HWY 857,REP,20,BASKIN
Franklin,0,1/31,GULLEDGE-RICHARDSON COMM CTR,157 FOOTBALL FIELD RD,REP,20,CROWVILLE
Franklin,0,2/1,NORTH CENTRAL FIRE STATION,1772 HWY 859,REP,20,DELHI
Franklin,0,2/2,FRIENDSHIP FIRE STATION,4918 HWY 132,REP,20,BASKIN
Lasalle,1,1/1,SUMMERVILLE ROSEFIELD FIRE STATION,419 HWY 503,REP,20,OLLA
Lasalle,1,1/2,SUMMERVILLE FIRE STATION,2849 HWY 503,REP,20,OLLA
Lasalle,1,1/3,POLICE JURY MAINT BARN,1394 WOODYARD RD,REP,20,OLLA
Lasalle,4,1/2,HOLMES DAIRY (JENA RURAL),3570 HWY 459,REP,20,JENA
Lasalle,5,1/1,OLD JENA TOWN HALL,1850 N 2ND ST,REP,20,JENA
Lasalle,6,1/2,JENA COMMUNITY CENTER,1245 FAIRGROUNDS DR.,REP,20,JENA
Lasalle,7,1/1,FELLOWSHIP SCHOOL,1650 HWY 773,REP,20,TROUT
Lasalle,9,1/1,WHITEHALL FIRE STATION,8820 HWY 84 E,REP,20,JENA
Lasalle,9,1/2,NEBO ELEMENTARY SCHOOL,300 HWY 777,REP,20,JENA
Lasalle,9,1/3,WHITEHALL FIRE SUBSTATION 3,529 HWY 772 E,REP,20,JENA
Lasalle,10,1/1,NATIONAL GUARD ARMORY,210 ARMORY RD,REP,20,JENA
Ouachita,0,1/25,PRAIRIE ROAD WATER DIST,2176 PRAIRIE ROAD,REP,20,MONROE
Ouachita,0,1/26,PRAIRIE ROAD WATER DIST,2176 PRAIRIE ROAD,REP,20,MONROE
Ouachita,0,2/27,PINECREST ELEMENTARY SCHOOL,3604 HWY 557,REP,20,WEST MONROE
Catahoula,1,1/1,MAITLAND RECREATION CENTER,4104 HWY 921,REP,21,MAITLAND COMMUNITY
Catahoula,1,1A,MAITLAND RECREATION CENTER,4104 HWY 921,REP,21,MAITLAND COMMUNITY
Catahoula,2,1/1,SICILY ISLAND TOWN HALL,308 NEWMAN ST,REP,21,SICILY ISLAND
Catahoula,2,1A,SICILY ISLAND TOWN HALL,308 NEWMAN ST,REP,21,SICILY ISLAND
Catahoula,6,1/5,BLOCK HIGH SCHOOL CAFETERIA,300 DIVISION ST,REP,21,JONESVILLE
Catahoula,6,5A,BLOCK HIGH SCHOOL CAFETERIA,300 DIVISION ST,REP,21,JONESVILLE
Catahoula,7,1/1,JONESVILLE ELEMENTARY SCHOOL,1219 CORA DR,REP,21,JONESVILLE
Catahoula,7,1A,JONESVILLE ELEMENTARY SCHOOL,1219 CORA DR,REP,21,JONESVILLE
Catahoula,7,1/3,BLOCK HIGH SCHOOL CAFETERIA,300 DIVISION ST,REP,21,JONESVILLE
Catahoula,7,1/5,BLOCK HIGH SCHOOL CAFETERIA,300 DIVISION ST,REP,21,JONESVILLE
Catahoula,8,1/1,BLOCK HIGH SCHOOL CAFETERIA,300 DIVISION ST,REP,21,JONESVILLE
Concordia,0,1/1,FERRIDAY HEALTH UNIT,905 MICKEY GILLEY AVE,REP,21,FERRIDAY
Concordia,0,1/2,FERRIDAY CITY HALL,1116 SECOND ST,REP,21,FERRIDAY
Concordia,0,1/3,FERRIDAY LOWER ELEMENTARY SCHOOL,110 BATEMEN DR,REP,21,FERRIDAY
Concordia,0,1-3A,FERRIDAY LOWER ELEMENTARY SCHOOL,110 BATEMEN DR,REP,21,FERRIDAY
Concordia,0,1/4,CLAYTON CITY HALL,101 SHADY LN,REP,21,CLAYTON
Concordia,0,2/1,CONCORDIA PARISH SCH BD ANNEX,508 JOHN DALE DR,REP,21,VIDALIA
Concordia,0,3/1,CITY OF VIDALIA HYDRO BUILDING,409 TEXAS ST,REP,21,VIDALIA
Concordia,0,3/2,CONCORDIA PARISH SCH BD ANNEX,508 JOHN DALE DR,REP,21,VIDALIA
Concordia,0,3/3,NEW COURTHOUSE,4001 CARTER ST,REP,21,VIDALIA
Concordia,0,3/4,NEW COURTHOUSE,4001 CARTER ST,REP,21,VIDALIA
Concordia,0,4/1,RIDGECREST CITY HALL,116 FOSTER DR,REP,21,RIDGECREST
Concordia,0,4/2,RIDGECREST ELEMENTARY SCHOOL,214 ROBERT WEBBER DR,REP,21,RIDGECREST
Concordia,0,4/3,DOTY ROAD CENTER,109 DOTY RD,REP,21,FERRIDAY
Concordia,0,4/4,FERRIDAY HIGH SCHOOL,801 N EE WALLACE BLVD,REP,21,FERRIDAY
Concordia,0,5/1,TRADE SCHOOL,2100 N EE WALLACE BLVD,REP,21,FERRIDAY
Concordia,0,5/4,SONNY'S FOOD MART,15119 HWY 84,REP,21,JONESVILLE
Concordia,0,5/5,SHERIFF'S SUBSTATION-MONTEREY,6098 HWY 129,REP,21,MONTEREY
Concordia,0,5/6,PAUL'S STORE,8607 HWY 129,REP,21,MONTEREY
East Carroll,0,1/1,NORTHSIDE ELEMENTARY SCHOOL,328 REGENOLD ST,REP,21,LAKE PROVIDENCE
East Carroll,0,1/3,HIGHLAND FIRE STATION,4971 US HWY 65 NORTH,REP,21,HIGHLAND
East Carroll,0,1/5,VOCATIONAL-TECHNICAL SCHOOL,156 LA HWY 883-1,REP,21,LAKE PROVIDENCE
East Carroll,0,05A,VOCATIONAL-TECHNICAL SCHOOL,156 LA HWY 883-1,REP,21,LAKE PROVIDENCE
East Carroll,0,05B,VOCATIONAL-TECHNICAL SCHOOL,156 LA HWY 883-1,REP,21,LAKE PROVIDENCE
East Carroll,0,1/6,VOCATIONAL-TECHNICAL SCHOOL,156 LA HWY 883-1,REP,21,LAKE PROVIDENCE
East Carroll,0,1/7,SOUTHSIDE JUNIOR HIGH SCHOOL,1307 GOULD BLVD,REP,21,LAKE PROVIDENCE
East Carroll,0,1/9,L & R FORD TRAILER,113 LA HWY 3181,REP,21,LAKE PROVIDENCE
East Carroll,0,1/10,LAKE PROVIDENCE HIGH SCH GYM,602 MARTIN LUTHER KING JR DR,REP,21,LAKE PROVIDENCE
East Carroll,0,1/13,COURT HOUSE,400 FIRST ST,REP,21,LAKE PROVIDENCE
East Carroll,0,1/14,HOUSING AUTHORITY,226 FOSTER ST,REP,21,LAKE PROVIDENCE
East Carroll,0,1/16,TRANSYLVANIA FIRE STATION,121 LA HWY 581,REP,21,TRANSYLVANIA
East Carroll,0,1/19,ROOSEVELT FIRE STATION,136 GRASSY LAKE RD,REP,21,ROOSEVELT
Franklin,0,1/16,WINNSBORO HOUSING AUTHORITY,1702 HATFIELD ST,REP,21,WINNSBORO
Franklin,0,1/18,HORACE G. WHITE LEARNING CTR,5915 HWY 4,REP,21,WINNSBORO
Franklin,0,1/19,WARD #3 COMMUNITY CTR,2051 HWY 578,REP,21,WINNSBORO
Franklin,0,1/20,HORACE G. WHITE LEARNING CTR,5915 HWY 4,REP,21,WINNSBORO
Franklin,0,1/24,WINNSBORO LOWER ELEM SCHOOL,1310 WARREN ST,REP,21,WINNSBORO
Madison,0,1/11,LA DELTA COMMUNITY COLLEGE,132 OLD HWY 65 SOUTH,REP,21,TALLULAH
Madison,0,1/12,TALLULAH HIGH SCHOOL CAFETERIA,600 BAYOU DR,REP,21,TALLULAH
Madison,0,1/13,TALLULAH HIGH SCHOOL CAFETERIA,600 BAYOU DR,REP,21,TALLULAH
Madison,0,1/15,NEW FARMER'S MARKET,404 NORTH CEDAR ST,REP,21,TALLULAH
Madison,0,1/17,TALLULAH CITY HALL COUNCIL RM,204 N CEDAR ST,REP,21,TALLULAH
Madison,0,17A,TALLULAH CITY HALL COUNCIL RM,204 N CEDAR ST,REP,21,TALLULAH
Madison,0,1/18,TALLULAH CITY HALL COUNCIL RM,204 N CEDAR ST,REP,21,TALLULAH
Madison,0,1/19,WRIGHT ELEMENTARY SCHOOL,901 WYCHE STREET,REP,21,TALLULAH
Madison,0,1/20,WRIGHT ELEMENTARY SCHOOL,901 WYCHE STREET,REP,21,TALLULAH
Madison,0,1/21,WRIGHT ELEMENTARY SCHOOL,901 WYCHE STREET,REP,21,TALLULAH
Madison,0,1/22,WRIGHT ELEMENTARY SCHOOL,901 WYCHE STREET,REP,21,TALLULAH
Madison,0,1/23,MADISON PARISH COURTHOUSE,100 N CEDAR ST,REP,21,TALLULAH
Madison,0,1/24,MADISON PARISH COURTHOUSE,100 N CEDAR ST,REP,21,TALLULAH
Madison,0,1/25,MOUND FIRE STATION,2966 HWY 602,REP,21,TALLULAH
Madison,0,1/26,DELTA CITY HALL,200 FIRST ST,REP,21,DELTA
Tensas,0,1/1,TENSAS PARISH COUNCIL ON AGING,1858 HWY 605,REP,21,NEWELLTON
Tensas,0,1/4,TENSAS PARISH COUNCIL ON AGING,1858 HWY 605,REP,21,NEWELLTON
Tensas,0,1/5,TENSAS PARISH COUNCIL ON AGING,1858 HWY 605,REP,21,NEWELLTON
Tensas,0,1/7,TENSAS PARISH COUNCIL ON AGING,1858 HWY 605,REP,21,NEWELLTON
Tensas,0,1/9,TENSAS MEDIA CENTER,HWY 128 (PLANK RD),REP,21,ST JOSEPH
Tensas,0,1/10,TENSAS PARISH COMMUNITY CENTER,115 ARTS DR,REP,21,ST JOSEPH
Tensas,0,1/11,LAKE BRUIN FIRE STATION,2913 HWY 606,REP,21,ST JOSEPH
Tensas,0,11A,TENSAS MEDIA CENTER,HWY 128 (PLANK RD),REP,21,ST JOSEPH
Tensas,0,1/12,POL JURY MEETING RM CRT HSESQ,212 HANCOCK ST,REP,21,ST JOSEPH
Tensas,0,1/15,WATERPROOF CITY HALL,503 MAIN ST,REP,21,WATERPROOF
Tensas,0,1/17,POLICE JURY VOTING BUILDING,HWY 65 SOUTH,REP,21,WATERPROOF
Grant,1,1/1,MONTGOMERY COMMUNITY CENTER,1859 HWY 71,REP,22,MONTGOMERY
Grant,1,1/2,MONTGOMERY COMMUNITY CENTER,1859 HWY 71,REP,22,MONTGOMERY
Grant,1,1/3,VERDA ELEMENTARY,2580 HWY 122,REP,22,MONTGOMERY
Grant,1,1/4,ALOHA COMMUNITY CTR,4310 HWY 71,REP,22,COLFAX
Grant,2,1/1,CIVIC CENTER,1290 MAIN ST,REP,22,COLFAX
Grant,2,1/2,ALOHA COMMUNITY CTR,4310 HWY 71,REP,22,COLFAX
Grant,2,1/3,BETHEL BAPTIST CHURCH FAMILY LIFE CENTER,8789 HWY 8,REP,22,COLFAX
Grant,2,1/5,MULTI-USE EDUCATIONAL CENTER,1142 LANDFILL RD,REP,22,DRY PRONG
Grant,2,1/6,WOODMEN OF THE WORLD HALL,3232 DYSON CREEK RD,REP,22,DRY PRONG
Grant,3,1/1,CIVIC CENTER,1290 MAIN ST,REP,22,COLFAX
Grant,3,1/2,CIVIC CENTER,1290 MAIN ST,REP,22,COLFAX
Grant,3,1/3,SOUTH GRANT ELEMENTARY SCHOOL,1000 LA HWY 1241,REP,22,DRY PRONG/PROSPECT
Grant,4,1/1,SIMMS COMMUNITY CENTER,369 AIRBASE RD,REP,22,POLLOCK/SIMMS
Grant,4,1/2,SOUTH GRANT ELEMENTARY SCHOOL,1000 LA HWY 1241,REP,22,DRY PRONG/PROSPECT
Grant,4,1/3,SOUTH GRANT ELEMENTARY SCHOOL,1000 LA HWY 1241,REP,22,DRY PRONG/PROSPECT
Grant,5,1/1,SOUTH GRANT ELEMENTARY SCHOOL,1000 LA HWY 1241,REP,22,DRY PRONG/PROSPECT
Grant,5,1/2,SOUTH GRANT ELEMENTARY SCHOOL,1000 LA HWY 1241,REP,22,DRY PRONG/PROSPECT
Grant,5,1/3,BETHEL BAPTIST CHURCH FAMILY LIFE CENTER,8789 HWY 8,REP,22,COLFAX
Grant,6,1/1,POLLOCK COMMUNITY CENTER,3812 HWY 8,REP,22,POLLOCK
Grant,6,1/2,SIMMS COMMUNITY CENTER,369 AIRBASE RD,REP,22,POLLOCK/SIMMS
Grant,6,1/3,POLLOCK COMMUNITY CENTER,3812 HWY 8,REP,22,POLLOCK
Grant,6,1/4,BOB VOTING BOOTH,3964 WALKER FERRY RD,REP,22,POLLOCK/BOB COMM
Grant,7,1/1,WOODMEN OF THE WORLD HALL,3232 DYSON CREEK RD,REP,22,DRY PRONG
Grant,7,1/2,WOODMEN OF THE WORLD HALL,3232 DYSON CREEK RD,REP,22,DRY PRONG
Grant,7,1/3,BENTLEY UNITED PENTECOSTAL CHURCH,19578 HWY 167,REP,22,DRY PRONG
Grant,7,1/5,POLLOCK COMMUNITY CENTER,3812 HWY 8,REP,22,POLLOCK
Grant,7,1/6,SIMMS COMMUNITY CENTER,369 AIRBASE RD,REP,22,POLLOCK/SIMMS
Grant,8,1/1,MULTI-USE EDUCATIONAL CENTER,1142 LANDFILL RD,REP,22,DRY PRONG
Grant,8,1/2,GEORGETOWN TOWN HALL,4418 HWY 500,REP,22,GEORGETOWN
Grant,8,1/3,GEORGETOWN TOWN HALL,4418 HWY 500,REP,22,GEORGETOWN
Grant,8,1/4,POLLOCK CAMPGROUND ASSOC CHILDRENS BLDG,6778 HIGHWAY 165,REP,22,POLLOCK
Lasalle,2,1/1,LASALLE RECREATION DIST 22,2412 LASALLE ST,REP,22,OLLA
Lasalle,3,1/1,TOWN OF URANIA RECREATION CTR,6635 TANNEHILL DR,REP,22,URANIA
Lasalle,3,1/2,TULLOS VOTING BUILDING,6560 PARK ST,REP,22,TULLOS
Lasalle,4,1/3,SUMMERVILLE FIRE STATION,2849 HWY 503,REP,22,OLLA
Lasalle,7,1/2,JENA BAND OF CHOCTAW INDIANS,1052 CHANAHA HINA ST,REP,22,TROUT
Lasalle,8,1/2,LITTLE CREEK-SEARCY FIRE STATION,133 MELODY ACRES RD,REP,22,TROUT
Lasalle,8,1/3,EDEN VOTING BUILDING,2270 SEARCY EDEN RD,REP,22,TROUT
Lasalle,8,1/5,DUKES VOTING BUILDING,475 WHITE SULPUR SPRING RD,REP,22,JENA
Lasalle,8,1/7,NEBO ELEMENTARY SCHOOL,300 HWY 777,REP,22,JENA
Lasalle,9,1/5,BETTY ALLEN,111 S. ROBERTS RD,REP,22,JONESVILLE
Natchitoches,1,1/3,CITY COURT BUILDING,314 AMULET ST,REP,22,NATCHITOCHES
Natchitoches,1,03A,CITY COURT BUILDING,314 AMULET ST,REP,22,NATCHITOCHES
Natchitoches,1,1/4,RESTORATION APOSTOLIC MINISTRIES,175 FAIRGROUNDS RD,REP,22,NATCHITOCHES
Natchitoches,1,04A,RESTORATION APOSTOLIC MINISTRIES,175 FAIRGROUNDS RD,REP,22,NATCHITOCHES
Natchitoches,1,1/6,FIRST PRESBYTERIAN CHURCH,114 BIENVILLE ST,REP,22,NATCHITOCHES
Natchitoches,1,1/7,M R WEAVER ELEMENTARY SCHOOL,520 ST MAURICE LN,REP,22,NATCHITOCHES
Natchitoches,1,1/11,SCHOOL BOARD TITLE 1 MEDIA CTR,310 ROYAL ST,REP,22,NATCHITOCHES
Natchitoches,1,1/12,EAST NATCHITOCHES JUNIOR SCHOOL,1001 E FIFTH ST,REP,22,NATCHITOCHES
Natchitoches,1,1/13,NORTH STREET DAYCARE CENTER,319 NORTH ST,REP,22,NATCHITOCHES
Natchitoches,4,1/9,CANE RIVER WATERWAY COMMISSION OFFICE,244 CEDAR BEND RD,REP,22,NATCHEZ
Orleans,2,1/7,XAVIER UNIVERSITY OF LA CONVOCATION CTR,7900 STROELITZ ST,REP,23,NEW ORLEANS
Orleans,3,1/8,ISRAEL AUGUSTINE CRIM JUST CTR,2700 TULANE AVE,REP,23,NEW ORLEANS
Orleans,3,1/9,ISRAEL AUGUSTINE CRIM JUST CTR,2700 TULANE AVE,REP,23,NEW ORLEANS
Orleans,3,1/12,ENGINE #26,436 NORMAN C FRANCIS PKWY,REP,23,NEW ORLEANS
Orleans,3,1/14,ENGINE #26,436 NORMAN C FRANCIS PKWY,REP,23,NEW ORLEANS
Orleans,3,1/15,ENGINE #26,436 NORMAN C FRANCIS PKWY,REP,23,NEW ORLEANS
Orleans,3,1/18,ESPERANZA CHARTER SCHOOL,4407 S CARROLLTON AVE,REP,23,NEW ORLEANS
Orleans,3,1/19,ESPERANZA CHARTER SCHOOL,4407 S CARROLLTON AVE,REP,23,NEW ORLEANS
Orleans,3,1/20,ESPERANZA CHARTER SCHOOL,4407 S CARROLLTON AVE,REP,23,NEW ORLEANS
Orleans,4,1/3,PHILLIS WHEATLEY COMMUNITY SCHOOL,2300 DUMAINE ST,REP,23,NEW ORLEANS
Orleans,4,1/6,WARREN EASTON SCHOOL,3019 CANAL ST,REP,23,NEW ORLEANS
Orleans,4,1/7,SUCCESS PREP @ THURGOOD MARSHALL SCHOOL,4621 CANAL ST,REP,23,NEW ORLEANS
Orleans,4,1/8,SUCCESS PREP @ THURGOOD MARSHALL SCHOOL,4621 CANAL ST,REP,23,NEW ORLEANS
Orleans,5,1/8,PHILLIS WHEATLEY COMMUNITY SCHOOL,2300 DUMAINE ST,REP,23,NEW ORLEANS
Orleans,5,1/9,WARREN EASTON SCHOOL,3019 CANAL ST,REP,23,NEW ORLEANS
Orleans,5,1/10,WARREN EASTON SCHOOL,3019 CANAL ST,REP,23,NEW ORLEANS
Orleans,5,1/11,WARREN EASTON SCHOOL,3019 CANAL ST,REP,23,NEW ORLEANS
Orleans,5,1/12,ENGINE HOUSE #35,964 N CARROLLTON AVE,REP,23,NEW ORLEANS
Orleans,5,1/13,ENGINE HOUSE #35,964 N CARROLLTON AVE,REP,23,NEW ORLEANS
Orleans,5,1/15,SUCCESS PREP @ THURGOOD MARSHALL SCHOOL,4621 CANAL ST,REP,23,NEW ORLEANS
Orleans,6,1/7,BRICOLAGE ACADEMY @ JOHN MCDONOGH,2426 ESPLANADE AVE,REP,23,NEW ORLEANS
Orleans,6,1/8,BRICOLAGE ACADEMY @ JOHN MCDONOGH,2426 ESPLANADE AVE,REP,23,NEW ORLEANS
Orleans,6,1/9,BRICOLAGE ACADEMY @ JOHN MCDONOGH,2426 ESPLANADE AVE,REP,23,NEW ORLEANS
Orleans,7,1/12,BRICOLAGE ACADEMY @ JOHN MCDONOGH,2426 ESPLANADE AVE,REP,23,NEW ORLEANS
Orleans,7,1/15,BRICOLAGE ACADEMY @ JOHN MCDONOGH,2426 ESPLANADE AVE,REP,23,NEW ORLEANS
Orleans,7,1/16,ST LEO THE GREAT SCHOOL (ANNEX),2949 ST BERNARD AVE,REP,23,NEW ORLEANS
Orleans,7,1/21,ST LEO THE GREAT SCHOOL (ANNEX),2949 ST BERNARD AVE,REP,23,NEW ORLEANS
Orleans,7,27B,ASIA BAPTIST CHURCH,1400 SERE ST,REP,23,NEW ORLEANS
